Code postal,Localité,Sous-commune,Commune principale,Province
1300,Limal,Oui,WAVRE,BRABANT WALLON
4830,Limbourg,Non,LIMBOURG,LIEGE
1342,Limelette,Oui,OTTIGNIES-LOUVAIN-LA-NEUVE,BRABANT WALLON
6670,Limerlé,Oui,GOUVY,LUXEMBOURG
4357,Limont,Oui,DONCEEL,LIEGE
4287,Lincent,Non,LINCENT,LIEGE
3210,Linden,Oui,LUBBEEK,BRABANT FLAMAND
1630,Linkebeek,Non,LINKEBEEK,BRABANT FLAMAND
3560,Linkhout,Oui,LUMMEN,LIMBOURG
1357,Linsmeau,Oui,HÉLÉCINE,BRABANT WALLON
2547,Lint,Non,LINT,ANVERS
3350,Linter,Non,LINTER,BRABANT FLAMAND
2890,Lippelo,Oui,PUURS-SINT-AMANDS,ANVERS
5501,Lisogne,Oui,DINANT,NAMUR
8380,Lissewege,Oui,BRUGGE,FLANDRE-OCCIDENTALE
5101,Lives-Sur-Meuse,Oui,NAMUR,NAMUR
4600,Lixhe,Oui,VISÉ,LIEGE
8647,Lo,Oui,LO-RENINGE,FLANDRE-OCCIDENTALE
6540,Lobbes,Non,LOBBES,HAINAUT
9080,Lochristi,Non,LOCHRISTI,FLANDRE-ORIENTALE
6042,Lodelinsart,Oui,CHARLEROI,HAINAUT
2990,Loenhout,Oui,WUUSTWEZEL,ANVERS
8958,Loker,Oui,HEUVELLAND,FLANDRE-OCCIDENTALE
9160,Lokeren,Non,LOKEREN,FLANDRE-ORIENTALE
3545,Loksbergen,Oui,HALEN,LIMBOURG
8434,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE
7870,Lombise,Oui,LENS,HAINAUT
3920,Lommel,Non,LOMMEL,LIMBOURG
4783,Lommersweiler,Oui,SAINT-VITH,LIEGE
6463,Lompret,Oui,CHIMAY,HAINAUT
6924,Lomprez,Oui,WELLIN,LUXEMBOURG
4431,Loncin,Oui,ANS,LIEGE
1840,Londerzeel,Non,LONDERZEEL,BRABANT FLAMAND
5310,Longchamps,Oui,EGHEZÉE,NAMUR
6688,Longchamps,Oui,BERTOGNE,LUXEMBOURG
6840,Longlier,Oui,NEUFCHÂTEAU,LUXEMBOURG
1325,Longueville,Oui,CHAUMONT-GISTOUX,BRABANT WALLON
6600,Longvilly,Oui,BASTOGNE,LUXEMBOURG
4710,Lontzen,Non,LONTZEN,LIEGE
5030,Lonzée,Oui,GEMBLOUX,NAMUR
3040,Loonbeek,Oui,HULDENBERG,BRABANT FLAMAND
8210,Loppem,Oui,ZEDELGEM,FLANDRE-OCCIDENTALE
4987,Lorcé,Oui,STOUMONT,LIEGE
1651,Lot,Oui,BEERSEL,BRABANT FLAMAND
9880,Lotenhulle,Oui,AALTER,FLANDRE-ORIENTALE
5575,Louette-Saint-Denis,Oui,GEDINNE,NAMUR
5575,Louette-Saint-Pierre,Oui,GEDINNE,NAMUR
1471,Loupoigne,Oui,GENAPPE,BRABANT WALLON
1348,Louvain-La-Neuve,Oui,OTTIGNIES-LOUVAIN-LA-NEUVE,BRABANT WALLON
4141,Louveigné,Oui,SPRIMONT,LIEGE
4920,Louveigné,Oui,AYWAILLE,LIEGE
9920,Lovendegem,Oui,LIEVEGEM,FLANDRE-ORIENTALE
3360,Lovenjoel,Oui,BIERBEEK,BRABANT FLAMAND
6280,Loverval,Oui,GERPINNES,HAINAUT
5101,Loyers,Oui,NAMUR,NAMUR
3210,Lubbeek,Non,LUBBEEK,BRABANT FLAMAND
7700,Luingne,Oui,MOUSCRON,HAINAUT
3560,Lummen,Non,LUMMEN,LIMBOURG
5170,Lustin,Oui,PROFONDEVILLE,NAMUR
6238,Luttre,Oui,PONT-À-CELLES,HAINAUT
9680,Maarke-Kerkem,Oui,MAARKEDAL,FLANDRE-ORIENTALE
3680,Maaseik,Non,MAASEIK,LIMBOURG
3630,Maasmechelen,Non,MAASMECHELEN,LIMBOURG
6663,Mabompré,Oui,HOUFFALIZE,LUXEMBOURG
1830,Machelen,Non,MACHELEN,BRABANT FLAMAND
9870,Machelen,Oui,ZULTE,FLANDRE-ORIENTALE
6591,Macon,Oui,MOMIGNIES,HAINAUT
6593,Macquenoise,Oui,MOMIGNIES,HAINAUT
5374,Maffe,Oui,HAVELANGE,NAMUR
7810,Maffle,Oui,ATH,HAINAUT
4623,Magnée,Oui,FLÉRON,LIEGE
5330,Maillen,Oui,ASSESSE,NAMUR
7812,Mainvault,Oui,ATH,HAINAUT
7020,Maisières,Oui,MONS,HAINAUT
6852,Maissin,Oui,PALISEUL,LUXEMBOURG
5300,Maizeret,Oui,ANDENNE,NAMUR
3700,Mal,Oui,TONGEREN,LIMBOURG
9990,Maldegem,Non,MALDEGEM,FLANDRE-ORIENTALE
1840,Malderen,Oui,LONDERZEEL,BRABANT FLAMAND
6960,Malempré,Oui,MANHAY,LUXEMBOURG
1360,Malèves-Sainte-Marie-Wastinnes,Oui,PERWEZ,BRABANT WALLON
2390,Malle,Non,MALLE,ANVERS
4960,Malmedy,Non,MALMEDY,LIEGE
5020,Malonne,Oui,NAMUR,NAMUR
5575,Malvoisin,Oui,GEDINNE,NAMUR
7170,Manage,Non,MANAGE,HAINAUT
4760,Manderfeld,Oui,BULLANGE,LIEGE
8433,Mannekensvere,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE
1380,Maransart,Oui,LASNE,BRABANT WALLON
1495,Marbais,Oui,VILLERS-LA-VILLE,BRABANT WALLON
6120,Marbaix,Oui,HAM-SUR-HEURE,HAINAUT
6900,Marche-En-Famenne,Non,MARCHE-EN-FAMENNE,LUXEMBOURG
5024,Marche-Les-Dames,Oui,NAMUR,NAMUR
7190,Marche-Lez-Ecaussinnes,Oui,ECAUSSINNES,HAINAUT
6030,Marchienne-Au-Pont,Oui,CHARLEROI,HAINAUT
4570,Marchin,Non,MARCHIN,LIEGE
7387,Marchipont,Oui,HONNELLES,HAINAUT
5380,Marchovelette,Oui,FERNELMONT,NAMUR
6001,Marcinelle,Oui,CHARLEROI,HAINAUT
6987,Marcourt,Oui,RENDEUX,LUXEMBOURG
7850,Marcq,Oui,ENGHIEN,HAINAUT
6990,Marenne,Oui,HOTTON,LUXEMBOURG
9030,Mariakerke,Oui,GENT,FLANDRE-ORIENTALE
2880,Mariekerke,Oui,BORNEM,ANVERS
5660,Mariembourg,Oui,COUVIN,NAMUR
1350,Marilles,Oui,ORP-JAUCHE,BRABANT WALLON
8510,Marke,Oui,KORTRIJK,FLANDRE-OCCIDENTALE
8720,Markegem,Oui,DENTERGEM,FLANDRE-OCCIDENTALE
4210,Marneffe,Oui,BURDINNE,LIEGE
7522,Marquain,Oui,TOURNAI,HAINAUT
6630,Martelange,Non,MARTELANGE,LUXEMBOURG
3742,Martenslinde,Oui,BILZEN,LIMBOURG
5573,Martouzin-Neuville,Oui,BEAURAING,NAMUR
6953,Masbourg,Oui,NASSOGNE,LUXEMBOURG
7050,Masnuy-Saint-Jean,Oui,JURBISE,HAINAUT
7050,Masnuy-Saint-Pierre,Oui,JURBISE,HAINAUT
9230,Massemen,Oui,WETTEREN,FLANDRE-ORIENTALE
2240,Massenhoven,Oui,ZANDHOVEN,ANVERS
5680,Matagne-La-Grande,Oui,DOISCHE,NAMUR
5680,Matagne-La-Petite,Oui,DOISCHE,NAMUR
9700,Mater,Oui,OUDENAARDE,FLANDRE-ORIENTALE
7640,Maubray,Oui,ANTOING,HAINAUT
7534,Maulde,Oui,TOURNAI,HAINAUT
7110,Maurage,Oui,LA LOUVIÈRE,HAINAUT
5670,Mazée,Oui,VIROINVAL,NAMUR
1745,Mazenzele,Oui,OPWIJK,BRABANT FLAMAND
5032,Mazy,Oui,GEMBLOUX,NAMUR
5372,Méan,Oui,HAVELANGE,NAMUR
2800,Mechelen,Non,MECHELEN,ANVERS
3630,Mechelen-Aan-De-Maas,Oui,MAASMECHELEN,LIMBOURG
3870,Mechelen-Bovelingen,Oui,HEERS,LIMBOURG
4219,Meeffe,Oui,WASSEIGES,LIEGE
3391,Meensel-Kiezegem,Oui,TIELT-WINGE,BRABANT FLAMAND
2321,Meer,Oui,HOOGSTRATEN,ANVERS
3078,Meerbeek,Oui,KORTENBERG,BRABANT FLAMAND
9402,Meerbeke,Oui,NINOVE,FLANDRE-ORIENTALE
9170,Meerdonk,Oui,SINT-GILLIS-WAAS,FLANDRE-ORIENTALE
2450,Meerhout,Non,MEERHOUT,ANVERS
2328,Meerle,Oui,HOOGSTRATEN,ANVERS
3630,Meeswijk,Oui,MAASMECHELEN,LIMBOURG
8377,Meetkerke,Oui,ZUIENKERKE,FLANDRE-OCCIDENTALE
3670,Meeuwen,Oui,OUDSBERGEN,LIMBOURG
5310,Mehaigne,Oui,EGHEZÉE,NAMUR
9800,Meigem,Oui,DEINZE,FLANDRE-ORIENTALE
9630,Meilegem,Oui,ZWALM,FLANDRE-ORIENTALE
1860,Meise,Non,MEISE,BRABANT FLAMAND
6769,Meix-Devant-Virton,Non,MEIX-DEVANT-VIRTON,LUXEMBOURG
6747,Meix-Le-Tige,Oui,SAINT-LÉGER,LUXEMBOURG
9700,Melden,Oui,OUDENAARDE,FLANDRE-ORIENTALE
3320,Meldert,Oui,HOEGAARDEN,BRABANT FLAMAND
3560,Meldert,Oui,LUMMEN,LIMBOURG
9310,Meldert,Oui,AALST,FLANDRE-ORIENTALE
4633,Melen,Oui,SOUMAGNE,LIEGE
1370,Mélin,Oui,JODOIGNE,BRABANT WALLON
3350,Melkwezer,Oui,LINTER,BRABANT FLAMAND
9090,Melle,Non,MELLE,FLANDRE-ORIENTALE
1495,Mellery,Oui,VILLERS-LA-VILLE,BRABANT WALLON
7540,Melles,Oui,TOURNAI,HAINAUT
6211,Mellet,Oui,LES BONS VILLERS,HAINAUT
6860,Mellier,Oui,LÉGLISE,LUXEMBOURG
1820,Melsbroek,Oui,STEENOKKERZEEL,BRABANT FLAMAND
9120,Melsele,Oui,BEVEREN-WAAS,FLANDRE-ORIENTALE
9820,Melsen,Oui,MERELBEKE,FLANDRE-ORIENTALE
4837,Membach,Oui,BAELEN,LIEGE
5550,Membre,Oui,VRESSE-SUR-SEMOIS,NAMUR
3770,Membruggen,Oui,RIEMST,LIMBOURG
9042,Mendonk,Oui,GENT,FLANDRE-ORIENTALE
8930,Menen,Non,MENEN,FLANDRE-OCCIDENTALE
6567,Merbes-Le-Château,Non,MERBES-LE-CHÂTEAU,HAINAUT
6567,Merbes-Sainte-Marie,Oui,MERBES-LE-CHÂTEAU,HAINAUT
1785,Merchtem,Non,MERCHTEM,BRABANT FLAMAND
4280,Merdorp,Oui,HANNUT,LIEGE
9420,Mere,Oui,ERPE-MERE,FLANDRE-ORIENTALE
9820,Merelbeke,Non,MERELBEKE,FLANDRE-ORIENTALE
9850,Merendree,Oui,DEINZE,FLANDRE-ORIENTALE
8650,Merkem,Oui,HOUTHULST,FLANDRE-OCCIDENTALE
2170,Merksem,Oui,ANTWERPEN,ANVERS
2330,Merksplas,Non,MERKSPLAS,ANVERS
5600,Merlemont,Oui,PHILIPPEVILLE,NAMUR
7822,Meslin-L'Evêque,Oui,ATH,HAINAUT
5560,Mesnil-Eglise,Oui,HOUYET,NAMUR
5560,Mesnil-Saint-Blaise,Oui,HOUYET,NAMUR
9200,Mespelare,Oui,DENDERMONDE,FLANDRE-ORIENTALE
6780,Messancy,Non,MESSANCY,LUXEMBOURG
3272,Messelbroek,Oui,SCHERPENHEUVEL-ZICHEM,BRABANT FLAMAND
8957,Messines,Non,MESSINES,FLANDRE-OCCIDENTALE
7022,Mesvin,Oui,MONS,HAINAUT
3870,Mettekoven,Oui,HEERS,LIMBOURG
5640,Mettet,Non,METTET,NAMUR
8760,Meulebeke,Non,MEULEBEKE,FLANDRE-OCCIDENTALE
5081,Meux,Oui,LA BRUYÈRE,NAMUR
7942,Mévergnies-Lez-Lens,Oui,BRUGELETTE,HAINAUT
4770,Meyerode,Oui,AMBLÈVE,LIEGE
9660,Michelbeke,Oui,BRAKEL,FLANDRE-ORIENTALE
4630,Micheroux,Oui,SOUMAGNE,LIEGE
9992,Middelburg,Oui,MALDEGEM,FLANDRE-ORIENTALE
8430,Middelkerke,Non,MIDDELKERKE,FLANDRE-OCCIDENTALE
5376,Miécret,Oui,HAVELANGE,NAMUR
3891,Mielen-Boven-Aalst,Oui,GINGELOM,LIMBOURG
7070,Mignault,Oui,LE ROEULX,HAINAUT
3770,Millen,Oui,RIEMST,LIMBOURG
4041,Milmort,Oui,HERSTAL,LIEGE
2322,Minderhout,Oui,HOOGSTRATEN,ANVERS
1035,Ministère de la Région de Bruxelles Capitale,,Ministère de la Région de Bruxelles Capitale,
6870,Mirwart,Oui,SAINT-HUBERT,LUXEMBOURG
4577,Modave,Non,MODAVE,LIEGE
8552,Moen,Oui,ZWEVEGEM,FLANDRE-OCCIDENTALE
9500,Moerbeke,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
9180,Moerbeke-Waas,Non,MOERBEKE-WAAS,FLANDRE-ORIENTALE
8470,Moere,Oui,GISTEL,FLANDRE-OCCIDENTALE
8340,Moerkerke,Oui,DAMME,FLANDRE-OCCIDENTALE
9220,Moerzeke,Oui,HAMME,FLANDRE-ORIENTALE
4520,Moha,Oui,WANZE,LIEGE
5361,Mohiville,Oui,HAMOIS,NAMUR
5060,Moignelée,Oui,SAMBREVILLE,NAMUR
6800,Moircy,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG
2400,Mol,Non,MOL,ANVERS
7760,Molenbaix,Oui,CELLES,HAINAUT
1080,Molenbeek-Saint-Jean,Non,MOLENBEEK-SAINT-JEAN,BRUXELLES
3461,Molenbeek-Wersbeek,Oui,BEKKEVOORT,BRABANT FLAMAND
3640,Molenbeersel,Oui,KINROOI,LIMBOURG
3294,Molenstede,Oui,DIEST,BRABANT FLAMAND
1730,Mollem,Oui,ASSE,BRABANT FLAMAND
4350,Momalle,Oui,REMICOURT,LIEGE
6590,Momignies,Non,MOMIGNIES,HAINAUT
5555,Monceau-En-Ardenne,Oui,BIÈVRE,NAMUR
6592,Monceau-Imbrechies,Oui,MOMIGNIES,HAINAUT
6031,Monceau-Sur-Sambre,Oui,CHARLEROI,HAINAUT
7000,Mons,Non,MONS,HAINAUT
4400,Mons-Lez-Liège,Oui,FLÉMALLE,LIEGE
1400,Monstreux,Oui,NIVELLES,BRABANT WALLON
5530,Mont,Oui,YVOIR,NAMUR
6661,Mont,Oui,HOUFFALIZE,LUXEMBOURG
5580,Mont-Gauthier,Oui,ROCHEFORT,NAMUR
1367,Mont-Saint-André,Oui,RAMILLIES,BRABANT WALLON
7542,Mont-Saint-Aubert,Oui,TOURNAI,HAINAUT
1435,Mont-Saint-Guibert,Non,MONT-SAINT-GUIBERT,BRABANT WALLON
7141,Mont-Sainte-Aldegonde,Oui,MORLANWELZ,HAINAUT
6540,Mont-Sainte-Geneviève,Oui,LOBBES,HAINAUT
6032,Mont-Sur-Marchienne,Oui,CHARLEROI,HAINAUT
6470,Montbliart,Oui,SIVRY-RANCE,HAINAUT
4420,Montegnée,Oui,SAINT-NICOLAS,LIEGE
3890,Montenaken,Oui,GINGELOM,LIMBOURG
7870,Montignies-Lez-Lens,Oui,LENS,HAINAUT
6560,Montignies-Saint-Christophe,Oui,ERQUELINNES,HAINAUT
7387,Montignies-Sur-Roc,Oui,HONNELLES,HAINAUT
6061,Montignies-Sur-Sambre,Oui,CHARLEROI,HAINAUT
6110,Montigny-Le-Tilleul,Non,MONTIGNY-LE-TILLEUL,HAINAUT
6674,Montleban,Oui,GOUVY,LUXEMBOURG
7911,Montroeul-Au-Bois,Oui,FRASNES-LEZ-ANVAING,HAINAUT
7350,Montroeul-Sur-Haine,Oui,HENSIES,HAINAUT
4850,Montzen,Oui,PLOMBIÈRES,LIEGE
9310,Moorsel,Oui,AALST,FLANDRE-ORIENTALE
8560,Moorsele,Oui,WEVELGEM,FLANDRE-OCCIDENTALE
8890,Moorslede,Non,MOORSLEDE,FLANDRE-OCCIDENTALE
9860,Moortsele,Oui,OOSTERZELE,FLANDRE-ORIENTALE
3740,Mopertingen,Oui,BILZEN,LIMBOURG
9790,Moregem,Oui,WORTEGEM-PETEGEM,FLANDRE-ORIENTALE
4850,Moresnet,Oui,PLOMBIÈRES,LIEGE
6640,Morhet,Oui,VAUX-SUR-SÛRE,LUXEMBOURG
5621,Morialmé,Oui,FLORENNES,NAMUR
2200,Morkhoven,Oui,HERENTALS,ANVERS
7140,Morlanwelz-Mariemont,Oui,MORLANWELZ,HAINAUT
6997,Mormont,Oui,EREZÉE,LUXEMBOURG
5190,Mornimont,Oui,JEMEPPE-SUR-SAMBRE,NAMUR
4670,Mortier,Oui,BLÉGNY,LIEGE
4607,Mortroux,Oui,DALHEM,LIEGE
2640,Mortsel,Non,MORTSEL,ANVERS
5620,Morville,Oui,FLORENNES,NAMUR
3790,Mouland,Oui,FOURONS,LIMBOURG
7812,Moulbaix,Oui,ATH,HAINAUT
7543,Mourcourt,Oui,TOURNAI,HAINAUT
7700,Mouscron,Non,MOUSCRON,HAINAUT
7911,Moustier,Oui,FRASNES-LEZ-ANVAING,HAINAUT
5190,Moustier-Sur-Sambre,Oui,JEMEPPE-SUR-SAMBRE,NAMUR
5550,Mouzaive,Oui,VRESSE-SUR-SEMOIS,NAMUR
4280,Moxhe,Oui,HANNUT,LIEGE
5340,Mozet,Oui,GESVES,NAMUR
2812,Muizen,Oui,MECHELEN,ANVERS
3891,Muizen,Oui,GINGELOM,LIMBOURG
9700,Mullem,Oui,OUDENAARDE,FLANDRE-ORIENTALE
9630,Munkzwalm,Oui,ZWALM,FLANDRE-ORIENTALE
6820,Muno,Oui,FLORENVILLE,LUXEMBOURG
3740,Munsterbilzen,Oui,BILZEN,LIMBOURG
9820,Munte,Oui,MERELBEKE,FLANDRE-ORIENTALE
6750,Musson,Non,MUSSON,LUXEMBOURG
6750,Mussy-La-Ville,Oui,MUSSON,LUXEMBOURG
4190,My,Oui,FERRIÈRES,LIEGE
7062,Naast,Oui,SOIGNIES,HAINAUT
6660,Nadrin,Oui,HOUFFALIZE,LUXEMBOURG
5550,Nafraiture,Oui,VRESSE-SUR-SEMOIS,NAMUR
6120,Nalinnes,Oui,HAM-SUR-HEURE,HAINAUT
5300,Namêche,Oui,ANDENNE,NAMUR
5000,Namur,Non,NAMUR,NAMUR
4550,Nandrin,Non,NANDRIN,LIEGE
5100,Naninne,Oui,NAMUR,NAMUR
5555,Naomé,Oui,BIÈVRE,NAMUR
6950,Nassogne,Non,NASSOGNE,LUXEMBOURG
5360,Natoye,Oui,HAMOIS,NAMUR
9810,Nazareth,Non,NAZARETH,FLANDRE-ORIENTALE
7730,Néchin,Oui,ESTAIMPUIS,HAINAUT
1120,Neder-Over-Heembeek,Oui,BRUXELLES,BRUXELLES
9500,Nederboelare,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
9660,Nederbrakel,Oui,BRAKEL,FLANDRE-ORIENTALE
9700,Nederename,Oui,OUDENAARDE,FLANDRE-ORIENTALE
9400,Nederhasselt,Oui,NINOVE,FLANDRE-ORIENTALE
1910,Nederokkerzeel,Oui,KAMPENHOUT,BRABANT FLAMAND
9636,Nederzwalm-Hermelgem,Oui,ZWALM,FLANDRE-ORIENTALE
3670,Neerglabbeek,Oui,OUDSBERGEN,LIMBOURG
3620,Neerharen,Oui,LANAKEN,LIMBOURG
3350,Neerhespen,Oui,LINTER,BRABANT FLAMAND
1357,Neerheylissem,Oui,HÉLÉCINE,BRABANT WALLON
3040,Neerijse,Oui,HULDENBERG,BRABANT FLAMAND
3404,Neerlanden,Oui,LANDEN,BRABANT FLAMAND
3350,Neerlinter,Oui,LINTER,BRABANT FLAMAND
3680,Neeroeteren,Oui,MAASEIK,LIMBOURG
3910,Neerpelt,Oui,PELT,LIMBOURG
3700,Neerrepen,Oui,TONGEREN,LIMBOURG
3370,Neervelp,Oui,BOUTERSEM,BRABANT FLAMAND
3400,Neerwinden,Oui,LANDEN,BRABANT FLAMAND
9403,Neigem,Oui,NINOVE,FLANDRE-ORIENTALE
3700,Nerem,Oui,TONGEREN,LIMBOURG
4870,Nessonvaux,Oui,TROOZ,LIEGE
1390,Nethen,Oui,GREZ-DOICEAU,BRABANT WALLON
5377,Nettinne,Oui,SOMME-LEUZE,NAMUR
4721,Neu-Moresnet,Oui,LA CALAMINE,LIEGE
4608,Neufchâteau,Oui,DALHEM,LIEGE
6840,Neufchâteau,Non,NEUFCHÂTEAU,LUXEMBOURG
7332,Neufmaison,Oui,SAINT-GHISLAIN,HAINAUT
7063,Neufvilles,Oui,SOIGNIES,HAINAUT
5600,Neuville,Oui,PHILIPPEVILLE,NAMUR
4121,Neuville-En-Condroz,Oui,NEUPRÉ,LIEGE
9850,Nevele,Oui,DEINZE,FLANDRE-ORIENTALE
2845,Niel,Non,NIEL,ANVERS
3668,Niel-Bij-As,Oui,AS,LIMBOURG
3890,Niel-Bij-Sint-Truiden,Oui,GINGELOM,LIMBOURG
9506,Nieuwenhove,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
1880,Nieuwenrode,Oui,KAPELLE-OP-DEN-BOS,BRABANT FLAMAND
3850,Nieuwerkerken,Non,NIEUWERKERKEN,LIMBOURG
9320,Nieuwerkerken,Oui,AALST,FLANDRE-ORIENTALE
8600,Nieuwkapelle,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
8950,Nieuwkerke,Oui,HEUVELLAND,FLANDRE-OCCIDENTALE
9100,Nieuwkerken-Waas,Oui,SINT-NIKLAAS,FLANDRE-ORIENTALE
8377,Nieuwmunster,Oui,ZUIENKERKE,FLANDRE-OCCIDENTALE
8620,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE
3221,Nieuwrode,Oui,HOLSBEEK,BRABANT FLAMAND
2560,Nijlen,Non,NIJLEN,ANVERS
1457,Nil-Saint-Vincent-Saint-Martin,Oui,WALHAIN,BRABANT WALLON
7020,Nimy,Oui,MONS,HAINAUT
9400,Ninove,Non,NINOVE,FLANDRE-ORIENTALE
5670,Nismes,Oui,VIROINVAL,NAMUR
1400,Nivelles,Non,NIVELLES,BRABANT WALLON
5680,Niverlée,Oui,DOISCHE,NAMUR
6640,Nives,Oui,VAUX-SUR-SÛRE,LUXEMBOURG
6717,Nobressart,Oui,ATTERT,LUXEMBOURG
1320,Nodebais,Oui,BEAUVECHAIN,BRABANT WALLON
1350,Noduwez,Oui,ORP-JAUCHE,BRABANT WALLON
7080,Noirchain,Oui,FRAMERIES,HAINAUT
6831,Noirfontaine,Oui,BOUILLON,LUXEMBOURG
5377,Noiseux,Oui,SOMME-LEUZE,NAMUR
9771,Nokere,Oui,KRUISEM,FLANDRE-ORIENTALE
6851,Nollevaux,Oui,PALISEUL,LUXEMBOURG
2200,Noorderwijk,Oui,HERENTALS,ANVERS
8647,Noordschote,Oui,LO-RENINGE,FLANDRE-OCCIDENTALE
1930,Nossegem,Oui,ZAVENTEM,BRABANT FLAMAND
6717,Nothomb,Oui,ATTERT,LUXEMBOURG
7022,Nouvelles,Oui,MONS,HAINAUT
4347,Noville,Oui,FEXHE-LE-HAUT-CLOCHER,LIEGE
6600,Noville,Oui,BASTOGNE,LUXEMBOURG
5380,Noville-Les-Bois,Oui,FERNELMONT,NAMUR
5310,Noville-Sur-Mehaigne,Oui,EGHEZÉE,NAMUR
9681,Nukerke,Oui,MAARKEDAL,FLANDRE-ORIENTALE
6230,Obaix,Oui,PONT-À-CELLES,HAINAUT
7743,Obigies,Oui,PECQ,HAINAUT
7034,Obourg,Oui,MONS,HAINAUT
6890,Ochamps,Oui,LIBIN,LUXEMBOURG
4560,Ocquier,Oui,CLAVIER,LIEGE
6960,Odeigne,Oui,MANHAY,LUXEMBOURG
4367,Odeur,Oui,CRISNÉE,LIEGE
8730,Oedelem,Oui,BEERNEM,FLANDRE-OCCIDENTALE
8800,Oekene,Oui,ROESELARE,FLANDRE-OCCIDENTALE
2520,Oelegem,Oui,RANST,ANVERS
8690,Oeren,Oui,ALVERINGEM,FLANDRE-OCCIDENTALE
8720,Oeselgem,Oui,DENTERGEM,FLANDRE-OCCIDENTALE
1755,Oetingen,Oui,GOOIK,BRABANT FLAMAND
7911,Oeudeghien,Oui,FRASNES-LEZ-ANVAING,HAINAUT
2260,Oevel,Oui,WESTERLO,ANVERS
6850,Offagne,Oui,PALISEUL,LUXEMBOURG
1934,Office Exchange Brussels Airport Remailing,,Office Exchange Brussels Airport Remailing,
7862,Ogy,Oui,LESSINES,HAINAUT
1380,Ohain,Oui,LASNE,BRABANT WALLON
5350,Ohey,Non,OHEY,NAMUR
5670,Oignies-En-Thiérache,Oui,VIROINVAL,NAMUR
1480,Oisquercq,Oui,TUBIZE,BRABANT WALLON
5555,Oizy,Oui,BIÈVRE,NAMUR
9400,Okegem,Oui,NINOVE,FLANDRE-ORIENTALE
2250,Olen,Non,OLEN,ANVERS
4300,Oleye,Oui,WAREMME,LIEGE
7866,Ollignies,Oui,LESSINES,HAINAUT
5670,Olloy-Sur-Viroin,Oui,VIROINVAL,NAMUR
2491,Olmen,Oui,BALEN,ANVERS
4877,Olne,Non,OLNE,LIEGE
9870,Olsene,Oui,ZULTE,FLANDRE-ORIENTALE
4252,Omal,Oui,GEER,LIEGE
4540,Ombret,Oui,AMAY,LIEGE
5600,Omezée,Oui,PHILIPPEVILLE,NAMUR
6900,On,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG
5520,Onhaye,Non,ONHAYE,NAMUR
9500,Onkerzele,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
7387,Onnezies,Oui,HONNELLES,HAINAUT
5190,Onoz,Oui,JEMEPPE-SUR-SAMBRE,NAMUR
1760,Onze-Lieve-Vrouw-Lombeek,Oui,ROOSDAAL,BRABANT FLAMAND
2861,Onze-Lieve-Vrouw-Waver,Oui,SINT-KATELIJNE-WAVER,ANVERS
8710,Ooigem,Oui,WIELSBEKE,FLANDRE-OCCIDENTALE
9700,Ooike,Oui,OUDENAARDE,FLANDRE-ORIENTALE
9790,Ooike,Oui,WORTEGEM-PETEGEM,FLANDRE-ORIENTALE
9520,Oombergen,Oui,SINT-LIEVENS-HOUTEM,FLANDRE-ORIENTALE
9620,Oombergen,Oui,ZOTTEGEM,FLANDRE-ORIENTALE
3300,Oorbeek,Oui,TIENEN,BRABANT FLAMAND
9340,Oordegem,Oui,LEDE,FLANDRE-ORIENTALE
9041,Oostakker,Oui,GENT,FLANDRE-ORIENTALE
8670,Oostduinkerke,Oui,KOKSIJDE,FLANDRE-OCCIDENTALE
9968,Oosteeklo,Oui,ASSENEDE,FLANDRE-ORIENTALE
8400,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE
9860,Oosterzele,Non,OOSTERZELE,FLANDRE-ORIENTALE
3945,Oostham,Oui,HAM,LIMBOURG
8020,Oostkamp,Non,OOSTKAMP,FLANDRE-OCCIDENTALE
8340,Oostkerke,Oui,DAMME,FLANDRE-OCCIDENTALE
8600,Oostkerke,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
2390,Oostmalle,Oui,MALLE,ANVERS
8840,Oostnieuwkerke,Oui,STADEN,FLANDRE-OCCIDENTALE
8780,Oostrozebeke,Non,OOSTROZEBEKE,FLANDRE-OCCIDENTALE
8640,Oostvleteren,Oui,VLETEREN,FLANDRE-OCCIDENTALE
9931,Oostwinkel,Oui,LIEVEGEM,FLANDRE-ORIENTALE
9660,Opbrakel,Oui,BRAKEL,FLANDRE-ORIENTALE
9255,Opdorp,Oui,BUGGENHOUT,FLANDRE-ORIENTALE
3660,Opglabbeek,Oui,OUDSBERGEN,LIMBOURG
3630,Opgrimbie,Oui,MAASMECHELEN,LIMBOURG
